type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
PAYMENT,Bob,Charlie,3601.76,40538.46,36936.7,22775.79,26377.550000000003,1,1234-5678-9012-0740,2025-01-16 10:38:58.642498
CASH_OUT,David,Bob,3421.54,44780.65,41359.11,18075.57,21497.11,0,1234-5678-9012-0840,2024-06-20 10:38:58.642507
TRANSFER,David,Bob,2194.31,43788.19,41593.880000000005,45694.75,47889.06,0,1234-5678-9012-0346,2024-06-08 10:38:58.642514
DEBIT,David,Charlie,6554.97,18614.99,12060.02,47966.1,54521.07,1,1234-5678-9012-0748,2024-12-18 10:38:58.642520
CASH_OUT,John,Bob,4694.8,31909.66,27214.86,9334.26,14029.060000000001,1,1234-5678-9012-0932,2025-04-30 10:38:58.642527
PAYMENT,Eve,Bob,5177.76,22401.59,17223.83,22358.28,27536.04,1,1234-5678-9012-0077,2024-07-21 10:38:58.642535
TRANSFER,Jane,Alice,354.84,10436.21,10081.369999999999,24800.15,25154.99,1,1234-5678-9012-0881,2024-06-20 10:38:58.642542
DEBIT,Jane,Bob,8525.06,30115.82,21590.760000000002,26449.13,34974.19,1,1234-5678-9012-0187,2024-05-20 10:38:58.642549
CASH_OUT,Jane,John,867.97,23166.62,22298.649999999998,13174.79,14042.76,1,1234-5678-9012-0781,2024-08-05 10:38:58.642556
PAYMENT,Charlie,Eve,5245.37,33792.18,28546.81,39631.99,44877.36,1,1234-5678-9012-0600,2024-08-03 10:38:58.642562
CASH_OUT,Jane,Eve,7506.79,29750.95,22244.16,34941.34,42448.13,1,1234-5678-9012-0561,2024-08-22 10:38:58.642569
CASH_OUT,Charlie,David,2274.13,31944.77,29670.64,16200.79,18474.920000000002,1,1234-5678-9012-0961,2025-03-14 10:38:58.642578
TRANSFER,John,Jane,8323.65,12091.46,3767.8099999999995,45138.99,53462.64,1,1234-5678-9012-0044,2025-03-26 10:38:58.642584
TRANSFER,Jane,Bob,7362.82,45537.47,38174.65,42862.33,50225.15,1,1234-5678-9012-0628,2025-04-12 10:38:58.642592
CASH_IN,Charlie,John,8846.99,30963.55,22116.559999999998,21670.91,30517.9,1,1234-5678-9012-0223,2024-08-31 10:38:58.642598
CASH_OUT,Jane,Charlie,8003.58,7434.57,-569.0100000000002,38253.63,46257.21,1,1234-5678-9012-0765,2024-07-25 10:38:58.642605
CASH_OUT,John,Alice,2758.36,30699.21,27940.85,42498.73,45257.090000000004,0,1234-5678-9012-0895,2024-06-26 10:38:58.642612
TRANSFER,Alice,David,247.88,49946.38,49698.5,35561.49,35809.369999999995,1,1234-5678-9012-0639,2025-04-03 10:38:58.642618
PAYMENT,Alice,Eve,4805.18,15791.81,10986.63,26852.44,31657.62,1,1234-5678-9012-0668,2025-01-22 10:38:58.642625
TRANSFER,Eve,David,2146.36,28741.36,26595.0,6384.0,8530.36,1,1234-5678-9012-0028,2024-07-29 10:38:58.642632
TRANSFER,David,Alice,693.5,9525.92,8832.42,24636.73,25330.23,1,1234-5678-9012-0658,2025-03-13 10:38:58.642638
TRANSFER,Eve,David,4938.86,48764.14,43825.28,2144.07,7082.93,1,1234-5678-9012-0978,2025-01-04 10:38:58.642647
CASH_IN,John,Bob,5163.56,34391.14,29227.579999999998,6402.39,11565.95,1,1234-5678-9012-0454,2024-05-09 10:38:58.642654
CASH_IN,Jane,Charlie,8323.98,33995.38,25671.399999999998,48225.09,56549.06999999999,1,1234-5678-9012-0678,2025-03-18 10:38:58.642661
PAYMENT,Bob,Alice,681.7,38122.46,37440.76,24647.82,25329.52,1,1234-5678-9012-0404,2024-10-13 10:38:58.642668
CASH_OUT,Bob,Jane,9986.68,44196.07,34209.39,41295.77,51282.45,1,1234-5678-9012-0647,2024-12-13 10:38:58.642674
CASH_OUT,David,Alice,2532.99,16502.72,13969.730000000001,17668.25,20201.239999999998,1,1234-5678-9012-0462,2025-04-27 10:38:58.642681
CASH_IN,Charlie,Jane,3490.25,40697.22,37206.97,5420.63,8910.880000000001,1,1234-5678-9012-0072,2025-01-20 10:38:58.642688
TRANSFER,John,Bob,774.73,23144.72,22369.99,26616.36,27391.09,1,1234-5678-9012-0365,2025-04-02 10:38:58.642694
CASH_OUT,Jane,Bob,7294.07,23972.34,16678.27,46347.59,53641.659999999996,1,1234-5678-9012-0678,2024-07-24 10:38:58.642701
CASH_IN,John,Eve,8783.97,41144.16,32360.190000000002,28110.35,36894.32,1,1234-5678-9012-0516,2024-05-10 10:38:58.642707
DEBIT,Charlie,Bob,4197.6,7633.33,3435.7299999999996,3836.87,8034.47,1,1234-5678-9012-0070,2024-10-03 10:38:58.642714
PAYMENT,David,Alice,2580.96,42047.47,39466.51,38406.68,40987.64,1,1234-5678-9012-0878,2024-09-07 10:38:58.642720
CASH_IN,Eve,David,8760.48,2810.16,-5950.32,24366.04,33126.520000000004,1,1234-5678-9012-0622,2024-07-29 10:38:58.642727
CASH_IN,Bob,Jane,3107.78,21908.68,18800.9,28496.18,31603.96,0,1234-5678-9012-0369,2024-06-15 10:38:58.642734
CASH_IN,Alice,John,7015.58,44399.49,37383.909999999996,7709.24,14724.82,1,1234-5678-9012-0197,2024-08-28 10:38:58.642740
CASH_OUT,Bob,John,9651.78,39999.31,30347.53,24333.09,33984.87,1,1234-5678-9012-0018,2024-12-29 10:38:58.642747
DEBIT,Jane,Bob,6871.9,3125.49,-3746.41,21024.08,27895.980000000003,1,1234-5678-9012-0488,2024-09-25 10:38:58.642754
DEBIT,John,Charlie,7383.92,1430.58,-5953.34,30150.44,37534.36,0,1234-5678-9012-0677,2025-01-09 10:38:58.642760
CASH_OUT,David,Alice,7010.26,47197.95,40187.689999999995,4164.03,11174.29,0,1234-5678-9012-0955,2025-04-08 10:38:58.642767
CASH_IN,David,Eve,2255.03,35752.58,33497.55,20212.88,22467.91,1,1234-5678-9012-0684,2025-03-13 10:38:58.642773
CASH_IN,Charlie,Jane,2891.12,11596.88,8705.759999999998,26381.68,29272.8,0,1234-5678-9012-0856,2024-05-18 10:38:58.642780
CASH_OUT,Charlie,David,9748.46,14658.01,4909.550000000001,44552.48,54300.94,1,1234-5678-9012-0335,2025-01-22 10:38:58.642786
CASH_OUT,Eve,Charlie,3593.91,41404.77,37810.86,16423.84,20017.75,1,1234-5678-9012-0294,2024-10-30 10:38:58.642793
CASH_OUT,Alice,Eve,8796.83,15532.56,6735.73,7082.45,15879.279999999999,1,1234-5678-9012-0654,2024-12-31 10:38:58.642799
PAYMENT,John,David,5764.32,23811.52,18047.2,32247.54,38011.86,1,1234-5678-9012-0611,2024-05-06 10:38:58.642806
CASH_IN,John,David,5982.92,26058.39,20075.47,30062.11,36045.03,1,1234-5678-9012-0859,2025-03-26 10:38:58.642815
TRANSFER,Charlie,Jane,6264.62,14215.5,7950.88,9854.65,16119.27,1,1234-5678-9012-0723,2025-05-03 10:38:58.642821
DEBIT,Alice,Jane,6194.33,9222.98,3028.6499999999996,8977.65,15171.98,1,1234-5678-9012-0739,2025-02-28 10:38:58.642828
TRANSFER,Alice,Charlie,6616.92,13020.39,6403.469999999999,3262.24,9879.16,1,1234-5678-9012-0014,2024-06-04 10:38:58.642834
TRANSFER,Jane,Alice,7299.73,3784.05,-3515.6799999999994,41282.18,48581.91,1,1234-5678-9012-0788,2024-08-03 10:38:58.642841
CASH_OUT,Alice,Jane,9429.96,44588.84,35158.88,28076.6,37506.56,1,1234-5678-9012-0576,2025-04-11 10:38:58.642847
CASH_OUT,Charlie,Eve,2860.92,5252.99,2392.0699999999997,30526.17,33387.09,1,1234-5678-9012-0307,2024-08-06 10:38:58.642854
CASH_OUT,Jane,Bob,139.5,1530.43,1390.93,2155.17,2294.67,1,1234-5678-9012-0230,2024-09-01 10:38:58.642862
TRANSFER,John,Alice,4160.88,44208.05,40047.170000000006,16603.37,20764.25,1,1234-5678-9012-0395,2025-03-17 10:38:58.642869
CASH_OUT,Charlie,John,961.69,31168.5,30206.81,49664.6,50626.29,1,1234-5678-9012-0821,2024-11-07 10:38:58.642876
TRANSFER,Charlie,Alice,3029.84,1358.11,-1671.7300000000002,38843.25,41873.09,1,1234-5678-9012-0478,2025-04-17 10:38:58.642883
TRANSFER,Alice,Charlie,4659.86,25630.65,20970.79,25118.74,29778.600000000002,0,1234-5678-9012-0701,2024-07-19 10:38:58.642890
CASH_IN,David,Jane,3149.98,3018.14,-131.84000000000015,37341.83,40491.810000000005,1,1234-5678-9012-0791,2025-01-20 10:38:58.642896
PAYMENT,Charlie,Eve,9656.07,28295.81,18639.74,1983.68,11639.75,1,1234-5678-9012-0669,2025-04-06 10:38:58.642903
TRANSFER,Alice,John,8202.31,13839.78,5637.470000000001,2853.51,11055.82,1,1234-5678-9012-0509,2025-01-15 10:38:58.642909
PAYMENT,Bob,David,2993.69,15731.96,12738.269999999999,21515.66,24509.35,1,1234-5678-9012-0590,2024-05-30 10:38:58.642916
DEBIT,Alice,Charlie,2531.06,38041.98,35510.920000000006,3087.69,5618.75,0,1234-5678-9012-0499,2024-06-12 10:38:58.642923
DEBIT,Alice,Bob,7917.43,20390.31,12472.880000000001,15854.42,23771.85,1,1234-5678-9012-0220,2024-06-08 10:38:58.642929
PAYMENT,Charlie,David,3002.92,44908.95,41906.03,2084.62,5087.54,1,1234-5678-9012-0745,2024-08-14 10:38:58.642936
TRANSFER,Charlie,Eve,9658.3,18403.33,8745.030000000002,35228.67,44886.97,1,1234-5678-9012-0777,2024-08-16 10:38:58.642942
CASH_IN,David,Alice,3609.24,14364.14,10754.9,16339.67,19948.91,1,1234-5678-9012-0496,2025-03-17 10:38:58.642949
DEBIT,Charlie,Eve,9140.19,2569.96,-6570.2300000000005,5080.07,14220.26,1,1234-5678-9012-0149,2024-11-03 10:38:58.642956
PAYMENT,Bob,David,7607.99,36289.56,28681.57,12057.7,19665.690000000002,1,1234-5678-9012-0460,2024-09-27 10:38:58.642962
PAYMENT,David,Alice,7561.64,12280.92,4719.28,47144.48,54706.12,1,1234-5678-9012-0408,2024-09-01 10:38:58.642971
CASH_IN,Jane,Eve,1260.72,25109.11,23848.39,49015.92,50276.64,1,1234-5678-9012-0739,2024-07-01 10:38:58.642977
CASH_IN,Bob,Alice,7654.37,28746.37,21092.0,20586.75,28241.12,1,1234-5678-9012-0122,2024-11-09 10:38:58.642984
CASH_IN,Eve,Bob,1104.14,25335.76,24231.62,47643.28,48747.42,1,1234-5678-9012-0526,2024-06-19 10:38:58.642993
TRANSFER,Eve,Jane,204.61,15509.16,15304.55,45921.18,46125.79,1,1234-5678-9012-0716,2024-06-25 10:38:58.642999
DEBIT,Charlie,Jane,7063.99,49507.31,42443.32,38891.59,45955.579999999994,0,1234-5678-9012-0185,2024-05-30 10:38:58.643006
CASH_OUT,David,Bob,6046.55,28808.63,22762.08,45162.62,51209.170000000006,1,1234-5678-9012-0395,2024-12-31 10:38:58.643013
CASH_OUT,Alice,Jane,9883.89,44512.93,34629.04,14161.82,24045.71,1,1234-5678-9012-0634,2024-09-09 10:38:58.643019
TRANSFER,Bob,Jane,5555.04,35834.03,30278.989999999998,13286.43,18841.47,1,1234-5678-9012-0901,2024-10-23 10:38:58.643026
CASH_OUT,John,Jane,9068.36,8732.97,-335.39000000000124,8539.86,17608.22,1,1234-5678-9012-0254,2025-02-21 10:38:58.643032
DEBIT,Charlie,Eve,7198.0,18593.92,11395.919999999998,44700.36,51898.36,0,1234-5678-9012-0282,2024-09-03 10:38:58.643039
PAYMENT,Jane,David,4219.18,14788.46,10569.279999999999,25800.66,30019.84,0,1234-5678-9012-0413,2025-01-08 10:38:58.643045
DEBIT,Jane,Bob,4665.7,36752.08,32086.38,20766.36,25432.06,1,1234-5678-9012-0542,2025-01-15 10:38:58.643052
TRANSFER,Charlie,Eve,6459.33,10085.76,3626.4300000000003,44567.18,51026.51,1,1234-5678-9012-0572,2024-05-31 10:38:58.643058
CASH_OUT,David,Eve,6805.33,22998.33,16193.000000000002,42808.54,49613.87,1,1234-5678-9012-0366,2025-05-02 10:38:58.643065
CASH_IN,David,Charlie,3812.49,9198.73,5386.24,40416.59,44229.079999999994,1,1234-5678-9012-0952,2024-05-18 10:38:58.643071
CASH_OUT,Charlie,Bob,7340.84,7847.22,506.3800000000001,14190.48,21531.32,0,1234-5678-9012-0430,2024-05-29 10:38:58.643080
PAYMENT,Eve,Alice,5877.11,26197.81,20320.7,11081.61,16958.72,1,1234-5678-9012-0431,2025-02-04 10:38:58.643086
CASH_OUT,Alice,Jane,2682.33,21074.64,18392.309999999998,2007.08,4689.41,1,1234-5678-9012-0748,2024-09-03 10:38:58.643093
DEBIT,Eve,Jane,3214.59,26625.0,23410.41,25545.4,28759.99,1,1234-5678-9012-0063,2024-05-08 10:38:58.643100
CASH_IN,David,Alice,2623.57,32258.64,29635.07,48863.89,51487.46,0,1234-5678-9012-0689,2025-02-17 10:38:58.643107
DEBIT,David,Bob,2285.39,8935.04,6649.6500000000015,39129.79,41415.18,1,1234-5678-9012-0207,2024-10-09 10:38:58.643113
TRANSFER,Eve,Charlie,4208.29,5262.25,1053.96,29187.39,33395.68,1,1234-5678-9012-0214,2024-10-12 10:38:58.643120
DEBIT,Bob,Eve,3028.93,7937.8,4908.870000000001,46237.66,49266.590000000004,0,1234-5678-9012-0350,2024-06-07 10:38:58.643126
CASH_OUT,Eve,Bob,5698.01,47975.66,42277.65,39609.19,45307.200000000004,1,1234-5678-9012-0351,2024-05-06 10:38:58.643133
TRANSFER,John,Charlie,8273.48,3263.56,-5009.92,42075.99,50349.47,1,1234-5678-9012-0559,2024-05-08 10:38:58.643140
TRANSFER,Eve,John,1491.04,47039.12,45548.08,27583.31,29074.350000000002,1,1234-5678-9012-0566,2024-09-11 10:38:58.643147
PAYMENT,David,John,4199.27,31664.21,27464.94,43095.61,47294.880000000005,0,1234-5678-9012-0956,2025-01-31 10:38:58.643156
CASH_IN,Jane,Bob,1674.67,47929.25,46254.58,30957.07,32631.739999999998,1,1234-5678-9012-0545,2025-01-15 10:38:58.643162
TRANSFER,Charlie,Bob,4266.56,2263.28,-2003.2800000000002,46195.45,50462.009999999995,1,1234-5678-9012-0361,2024-10-06 10:38:58.643171
DEBIT,Charlie,David,2412.22,27119.91,24707.69,9013.38,11425.599999999999,1,1234-5678-9012-0611,2024-07-04 10:38:58.643177
CASH_OUT,David,Charlie,2840.28,17470.24,14629.960000000001,19128.68,21968.96,1,1234-5678-9012-0582,2024-06-13 10:38:58.643184
CASH_OUT,David,Jane,135.31,6762.83,6627.5199999999995,21952.32,22087.63,1,1234-5678-9012-0894,2025-02-10 10:38:58.643191
CASH_OUT,Jane,Charlie,2849.48,559.91,-2289.57,38185.75,41035.23,0,1234-5678-9012-0624,2024-11-15 10:38:58.643197
TRANSFER,Alice,Bob,2004.58,33389.97,31385.39,39173.74,41178.32,1,1234-5678-9012-0168,2025-03-02 10:38:58.643204
CASH_OUT,David,John,776.88,32312.25,31535.37,22376.75,23153.63,1,1234-5678-9012-0482,2024-05-30 10:38:58.643210
CASH_OUT,Jane,Eve,9182.26,43246.21,34063.95,35063.24,44245.5,1,1234-5678-9012-0442,2025-04-27 10:38:58.643218
CASH_IN,Jane,David,6155.42,12274.29,6118.870000000001,39144.04,45299.46,1,1234-5678-9012-0227,2025-01-05 10:38:58.643224
TRANSFER,David,Bob,83.87,41354.66,41270.79,35096.17,35180.04,1,1234-5678-9012-0572,2024-10-13 10:38:58.643231
CASH_IN,John,Charlie,2649.21,25629.28,22980.07,36648.83,39298.04,1,1234-5678-9012-0910,2025-01-09 10:38:58.643238
DEBIT,John,Charlie,7040.73,19731.6,12690.869999999999,48627.97,55668.7,1,1234-5678-9012-0058,2024-09-20 10:38:58.643245
TRANSFER,David,Jane,7953.91,14921.85,6967.9400000000005,28502.45,36456.36,1,1234-5678-9012-0326,2024-05-16 10:38:58.643251
CASH_OUT,John,Charlie,1905.36,47239.48,45334.12,46172.51,48077.87,1,1234-5678-9012-0822,2025-03-31 10:38:58.643257
DEBIT,Charlie,David,6649.53,48323.95,41674.42,40046.58,46696.11,1,1234-5678-9012-0028,2024-07-21 10:38:58.643264
CASH_IN,Bob,John,1471.61,10632.29,9160.68,39033.11,40504.72,1,1234-5678-9012-0475,2025-04-01 10:38:58.643271
CASH_IN,John,David,1285.07,2241.39,956.3199999999999,13753.44,15038.51,1,1234-5678-9012-0828,2025-01-15 10:38:58.643277
CASH_IN,Charlie,Eve,4725.83,39561.63,34835.799999999996,19587.41,24313.239999999998,1,1234-5678-9012-0267,2024-06-26 10:38:58.643285
PAYMENT,Alice,John,275.3,26018.81,25743.510000000002,18671.42,18946.719999999998,1,1234-5678-9012-0504,2025-03-30 10:38:58.643291
PAYMENT,Charlie,John,8538.88,18332.24,9793.360000000002,23207.9,31746.78,1,1234-5678-9012-0254,2024-12-23 10:38:58.643298
TRANSFER,John,Alice,8743.87,11083.88,2340.0099999999984,44728.9,53472.770000000004,1,1234-5678-9012-0726,2024-12-09 10:38:58.643305
CASH_OUT,John,Jane,7981.39,48049.84,40068.45,5350.56,13331.95,1,1234-5678-9012-0930,2025-01-31 10:38:58.643311
CASH_OUT,Alice,Charlie,3673.29,22767.21,19093.92,5490.34,9163.630000000001,1,1234-5678-9012-0475,2024-07-20 10:38:58.643318
PAYMENT,John,David,9201.38,43234.28,34032.9,25238.88,34440.26,1,1234-5678-9012-0609,2025-04-01 10:38:58.643324
TRANSFER,Charlie,David,4025.31,1749.14,-2276.17,4979.1,9004.41,1,1234-5678-9012-0208,2025-04-30 10:38:58.643331
CASH_OUT,John,Jane,1719.79,8781.78,7061.990000000001,10218.83,11938.619999999999,1,1234-5678-9012-0714,2025-03-28 10:38:58.643341
PAYMENT,John,Jane,1902.34,34067.35,32165.01,33944.52,35846.85999999999,1,1234-5678-9012-0256,2024-09-17 10:38:58.643364
CASH_IN,Alice,Charlie,6700.2,14756.96,8056.759999999999,24029.85,30730.05,1,1234-5678-9012-0264,2025-01-17 10:38:58.643377
CASH_IN,Alice,Eve,9541.02,33745.15,24204.13,1018.95,10559.970000000001,1,1234-5678-9012-0453,2024-06-25 10:38:58.643389
CASH_OUT,David,Bob,4837.17,35893.32,31056.15,12034.17,16871.34,0,1234-5678-9012-0189,2025-03-18 10:38:58.643401
CASH_OUT,John,David,8211.29,40300.12,32088.83,46256.02,54467.31,1,1234-5678-9012-0510,2025-03-26 10:38:58.643410
CASH_OUT,David,Charlie,7698.76,49613.51,41914.75,12165.02,19863.78,1,1234-5678-9012-0212,2025-02-19 10:38:58.643417
CASH_IN,John,Alice,7861.04,4506.72,-3354.3199999999997,26808.9,34669.94,1,1234-5678-9012-0928,2025-04-15 10:38:58.643424
TRANSFER,Jane,Eve,1728.65,26763.74,25035.09,25892.16,27620.81,1,1234-5678-9012-0231,2025-02-21 10:38:58.643431
TRANSFER,David,Bob,4433.15,47512.04,43078.89,49710.02,54143.17,0,1234-5678-9012-0128,2024-09-26 10:38:58.643438
CASH_IN,Eve,John,3755.51,35148.34,31392.829999999994,47306.03,51061.54,1,1234-5678-9012-0480,2025-01-01 10:38:58.643447
CASH_OUT,Jane,Charlie,1969.99,41760.26,39790.270000000004,26518.64,28488.63,1,1234-5678-9012-0068,2025-03-08 10:38:58.643454
CASH_OUT,Eve,Charlie,8038.98,10171.62,2132.6400000000012,23552.16,31591.14,1,1234-5678-9012-0350,2025-04-04 10:38:58.643460
CASH_IN,Charlie,Jane,7807.54,9597.85,1790.3100000000004,45544.92,53352.46,0,1234-5678-9012-0790,2024-06-09 10:38:58.643467
CASH_IN,Eve,Jane,4965.17,46028.23,41063.060000000005,35110.22,40075.39,0,1234-5678-9012-0067,2024-05-23 10:38:58.643474
CASH_OUT,Bob,Jane,9185.78,32991.12,23805.340000000004,215.66,9401.44,1,1234-5678-9012-0602,2025-03-25 10:38:58.643480
CASH_OUT,David,Alice,4497.99,5616.21,1118.2200000000003,13975.77,18473.760000000002,1,1234-5678-9012-0116,2025-04-02 10:38:58.643489
CASH_IN,Bob,Jane,6090.24,16679.96,10589.72,35509.74,41599.979999999996,1,1234-5678-9012-0711,2025-03-22 10:38:58.643496
TRANSFER,David,Alice,9484.76,44838.73,35353.97,49754.71,59239.47,1,1234-5678-9012-0043,2024-07-01 10:38:58.643502
TRANSFER,David,Eve,8537.54,7965.85,-571.6900000000005,13767.14,22304.68,1,1234-5678-9012-0914,2025-01-10 10:38:58.643509
DEBIT,Charlie,Jane,3364.47,7355.5,3991.03,9663.4,13027.869999999999,1,1234-5678-9012-0896,2024-06-09 10:38:58.643516
TRANSFER,Charlie,David,5570.51,31442.11,25871.6,14464.57,20035.08,1,1234-5678-9012-0915,2024-05-21 10:38:58.643522
CASH_OUT,Bob,John,2510.25,31502.34,28992.09,31964.35,34474.6,1,1234-5678-9012-0692,2025-04-04 10:38:58.643529
DEBIT,Bob,Alice,8857.29,32654.93,23797.64,2527.41,11384.7,1,1234-5678-9012-0467,2025-02-04 10:38:58.643536
TRANSFER,Charlie,Alice,9900.58,14872.17,4971.59,33146.13,43046.71,1,1234-5678-9012-0112,2025-01-06 10:38:58.643542
CASH_OUT,Eve,Bob,1966.21,32599.62,30633.41,37416.79,39383.0,1,1234-5678-9012-0280,2025-04-11 10:38:58.643551
CASH_OUT,Eve,David,1217.76,36636.32,35418.56,3649.88,4867.64,1,1234-5678-9012-0896,2024-07-31 10:38:58.643558
CASH_IN,Jane,Bob,5648.62,41887.65,36239.03,30974.05,36622.67,0,1234-5678-9012-0108,2024-12-15 10:38:58.643565
CASH_IN,Bob,Eve,7567.05,20092.89,12525.84,29979.04,37546.090000000004,1,1234-5678-9012-0662,2024-05-09 10:38:58.643572
CASH_OUT,Charlie,Jane,824.43,12804.38,11979.949999999999,7745.8,8570.23,1,1234-5678-9012-0969,2024-06-26 10:38:58.643578
DEBIT,Charlie,Alice,195.81,25982.37,25786.559999999998,31142.4,31338.210000000003,1,1234-5678-9012-0427,2024-08-08 10:38:58.643586
TRANSFER,Eve,John,5916.95,21838.42,15921.469999999998,12849.95,18766.9,1,1234-5678-9012-0647,2024-09-13 10:38:58.643593
CASH_OUT,Bob,Jane,7232.47,29151.54,21919.07,35566.18,42798.65,1,1234-5678-9012-0810,2025-01-30 10:38:58.643599
CASH_OUT,Charlie,Bob,5285.98,27244.46,21958.48,39052.04,44338.020000000004,1,1234-5678-9012-0151,2024-10-15 10:38:58.643606
PAYMENT,David,John,1888.23,45861.24,43973.009999999995,19588.59,21476.82,1,1234-5678-9012-0576,2024-10-30 10:38:58.643612
DEBIT,Jane,David,4568.37,1960.6,-2607.77,13627.19,18195.56,1,1234-5678-9012-0784,2024-11-22 10:38:58.643619
CASH_IN,Bob,David,3992.15,31339.24,27347.09,5448.15,9440.3,0,1234-5678-9012-0473,2024-11-26 10:38:58.643626
TRANSFER,Alice,Jane,866.75,13019.98,12153.23,43958.88,44825.63,1,1234-5678-9012-0540,2024-10-17 10:38:58.643632
TRANSFER,Bob,John,1369.95,8484.47,7114.5199999999995,36550.66,37920.61,1,1234-5678-9012-0508,2024-07-25 10:38:58.643639
CASH_IN,Alice,Charlie,4610.82,46137.88,41527.06,28590.17,33200.99,0,1234-5678-9012-0270,2025-01-03 10:38:58.643645
PAYMENT,Bob,David,8529.66,16795.41,8265.75,19635.72,28165.38,0,1234-5678-9012-0974,2024-05-11 10:38:58.643652
CASH_OUT,Bob,Alice,2741.79,19195.56,16453.77,24284.61,27026.4,1,1234-5678-9012-0672,2024-07-25 10:38:58.643658
CASH_IN,Jane,David,5204.48,7289.95,2085.4700000000003,16992.96,22197.44,1,1234-5678-9012-0200,2025-01-18 10:38:58.643665
PAYMENT,Eve,John,1971.44,1467.99,-503.45000000000005,36597.57,38569.01,1,1234-5678-9012-0203,2025-04-20 10:38:58.643671
PAYMENT,David,Bob,4754.9,36607.09,31852.189999999995,46157.74,50912.64,1,1234-5678-9012-0612,2024-10-22 10:38:58.643678
CASH_IN,David,Alice,2553.69,30689.89,28136.2,3362.48,5916.17,1,1234-5678-9012-0971,2024-06-08 10:38:58.643685
CASH_IN,David,Eve,6108.44,14936.73,8828.29,40365.31,46473.75,1,1234-5678-9012-0060,2025-04-04 10:38:58.643691
PAYMENT,Eve,Charlie,7566.88,2365.82,-5201.0599999999995,9600.91,17167.79,1,1234-5678-9012-0591,2025-01-29 10:38:58.643700
CASH_IN,John,Alice,4207.93,268.76,-3939.17,6436.34,10644.27,0,1234-5678-9012-0461,2024-09-07 10:38:58.643706
CASH_IN,Bob,Charlie,234.37,5037.55,4803.18,10247.82,10482.19,1,1234-5678-9012-0285,2024-05-22 10:38:58.643713
DEBIT,Alice,Jane,1737.48,4612.19,2874.7099999999996,39967.6,41705.08,1,1234-5678-9012-0588,2024-11-21 10:38:58.643720
TRANSFER,John,Jane,3958.02,22077.79,18119.77,16413.69,20371.71,1,1234-5678-9012-0687,2024-08-04 10:38:58.643729
PAYMENT,Charlie,Eve,5174.59,17289.9,12115.310000000001,8573.34,13747.93,1,1234-5678-9012-0085,2024-12-01 10:38:58.643736
DEBIT,John,Eve,4442.38,9496.28,5053.900000000001,27148.03,31590.41,1,1234-5678-9012-0096,2025-04-26 10:38:58.643743
CASH_OUT,Alice,Charlie,87.86,2680.33,2592.47,39515.57,39603.43,1,1234-5678-9012-0290,2024-07-19 10:38:58.643749
DEBIT,David,John,2123.77,4723.2,2599.43,29153.9,31277.670000000002,1,1234-5678-9012-0076,2025-02-05 10:38:58.643756
CASH_OUT,Alice,John,2813.67,25373.64,22559.97,47612.73,50426.4,1,1234-5678-9012-0614,2025-03-05 10:38:58.643763
TRANSFER,Bob,David,8757.7,8188.95,-568.7500000000009,17689.5,26447.2,1,1234-5678-9012-0700,2024-05-09 10:38:58.643770
PAYMENT,Charlie,Jane,3086.28,36868.98,33782.700000000004,14619.52,17705.8,1,1234-5678-9012-0383,2025-01-13 10:38:58.643778
TRANSFER,David,John,5892.86,47637.19,41744.33,6813.33,12706.189999999999,1,1234-5678-9012-0484,2025-04-08 10:38:58.643785
TRANSFER,Charlie,Jane,2310.32,20900.21,18589.89,40008.41,42318.73,0,1234-5678-9012-0234,2025-04-13 10:38:58.643791
DEBIT,Eve,Jane,1484.16,33552.97,32068.81,15899.6,17383.760000000002,0,1234-5678-9012-0753,2024-11-30 10:38:58.643798
TRANSFER,David,Jane,4082.88,48934.15,44851.270000000004,39452.73,43535.61,1,1234-5678-9012-0134,2024-05-27 10:38:58.643804
DEBIT,Bob,Alice,6251.54,14322.03,8070.490000000001,28276.75,34528.29,0,1234-5678-9012-0569,2024-05-18 10:38:58.643811
PAYMENT,Bob,Jane,1063.0,2002.22,939.22,39939.7,41002.7,1,1234-5678-9012-0205,2024-10-26 10:38:58.643817
CASH_OUT,Alice,John,531.96,21674.6,21142.64,27662.17,28194.129999999997,0,1234-5678-9012-0535,2024-09-17 10:38:58.643824
DEBIT,Bob,John,7437.12,10028.31,2591.1899999999996,46541.68,53978.8,1,1234-5678-9012-0669,2024-12-15 10:38:58.643830
